label,category,cost,throughput_kinfs,latency_ms,embed_gb,gpu,cpu,num_gpus,num_nodes,cgra,interconnect,bottleneck
2x6-ch DDR5+A100 40GB@PCIe4,CPU+GPU,12400,547.0490775542089,9.432047885133585,16,A100 40GB,Xeon-6ch,1,2,,PCIe4,CPU embed
2x6-ch DDR5+A100 40GB@PCIe5,CPU+GPU,12400,547.0490775542089,8.580079885133586,16,A100 40GB,Xeon-6ch,1,2,,PCIe5,CPU embed
2x6-ch DDR5+A100 40GB@NVLink,CPU+GPU,12400,547.0490775542089,7.788696276244697,16,A100 40GB,Xeon-6ch,1,2,,NVLink,CPU embed
4x6-ch DDR5+A100 40GB@PCIe4,CPU+GPU,14800,1082.781521974643,5.727452592411818,16,A100 40GB,Xeon-6ch,1,4,,PCIe4,CPU embed
4x6-ch DDR5+A100 40GB@PCIe5,CPU+GPU,14800,1082.781521974643,4.8754845924118175,16,A100 40GB,Xeon-6ch,1,4,,PCIe5,CPU embed
4x6-ch DDR5+A100 40GB@NVLink,CPU+GPU,14800,1082.781521974643,4.084100983522928,16,A100 40GB,Xeon-6ch,1,4,,NVLink,CPU embed
8x6-ch DDR5+A100 40GB@PCIe4,CPU+GPU,19600,2143.1638813311883,3.855795756322434,16,A100 40GB,Xeon-6ch,1,8,,PCIe4,CPU embed
8x6-ch DDR5+A100 40GB@PCIe5,CPU+GPU,19600,2143.1638813311883,3.0038277563224343,16,A100 40GB,Xeon-6ch,1,8,,PCIe5,CPU embed
8x6-ch DDR5+A100 40GB@NVLink,CPU+GPU,19600,2143.1638813311883,2.212444147433545,16,A100 40GB,Xeon-6ch,1,8,,NVLink,CPU embed
16x6-ch DDR5+A100 40GB@PCIe4,CPU+GPU,29200,2403.846153846154,2.9101865776457556,16,A100 40GB,Xeon-6ch,1,16,,PCIe4,transfer
16x6-ch DDR5+A100 40GB@PCIe5,CPU+GPU,29200,4241.992801896121,2.0582185776457553,16,A100 40GB,Xeon-6ch,1,16,,PCIe5,CPU embed
16x6-ch DDR5+A100 40GB@NVLink,CPU+GPU,29200,4241.992801896121,1.2668349687568663,16,A100 40GB,Xeon-6ch,1,16,,NVLink,CPU embed
1x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,16200,276.3832658569501,16.764602666666665,16,A100 80GB,Xeon-6ch,1,1,,PCIe4,CPU embed
1x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,16200,276.3832658569501,15.912634666666664,16,A100 80GB,Xeon-6ch,1,1,,PCIe5,CPU embed
1x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,16200,276.3832658569501,15.121251057777776,16,A100 80GB,Xeon-6ch,1,1,,NVLink,CPU embed
2x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,17400,547.0490775542089,9.432047885133585,16,A100 80GB,Xeon-6ch,1,2,,PCIe4,CPU embed
2x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,17400,547.0490775542089,8.580079885133586,16,A100 80GB,Xeon-6ch,1,2,,PCIe5,CPU embed
2x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,17400,547.0490775542089,7.788696276244697,16,A100 80GB,Xeon-6ch,1,2,,NVLink,CPU embed
4x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,19800,1082.781521974643,5.727452592411818,16,A100 80GB,Xeon-6ch,1,4,,PCIe4,CPU embed
4x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,19800,1082.781521974643,4.8754845924118175,16,A100 80GB,Xeon-6ch,1,4,,PCIe5,CPU embed
4x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,19800,1082.781521974643,4.084100983522928,16,A100 80GB,Xeon-6ch,1,4,,NVLink,CPU embed
8x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,24600,2143.1638813311883,3.855795756322434,16,A100 80GB,Xeon-6ch,1,8,,PCIe4,CPU embed
8x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,24600,2143.1638813311883,3.0038277563224343,16,A100 80GB,Xeon-6ch,1,8,,PCIe5,CPU embed
8x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,24600,2143.1638813311883,2.212444147433545,16,A100 80GB,Xeon-6ch,1,8,,NVLink,CPU embed
16x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,34200,2403.846153846154,2.9101865776457556,16,A100 80GB,Xeon-6ch,1,16,,PCIe4,transfer
16x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,34200,4241.992801896121,2.0582185776457553,16,A100 80GB,Xeon-6ch,1,16,,PCIe5,CPU embed
16x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,34200,4241.992801896121,1.2668349687568663,16,A100 80GB,Xeon-6ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,3300,423.7876743139901,13.174153391304348,16,RTX 4060,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,3300,423.7876743139901,12.322185391304346,16,RTX 4060,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,3300,423.7876743139901,11.530801782415459,16,RTX 4060,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,6300,838.8085855831202,8.392052446826252,16,RTX 4060,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,6300,838.8085855831202,7.540084446826253,16,RTX 4060,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,6300,838.8085855831202,6.748700837937363,16,RTX 4060,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,12300,1660.2650003611193,5.976012038529447,16,RTX 4060,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,12300,1660.2650003611193,5.124044038529446,16,RTX 4060,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,12300,1660.2650003611193,4.3326604296405575,16,RTX 4060,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,24300,2269.2520775623266,4.755366275862457,16,RTX 4060,Xeon-8ch,1,8,,PCIe4,GPU MLP
8x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,24300,2269.2520775623266,3.903398275862457,16,RTX 4060,Xeon-8ch,1,8,,PCIe5,GPU MLP
8x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,24300,2269.2520775623266,3.112014666973568,16,RTX 4060,Xeon-8ch,1,8,,NVLink,GPU MLP
16x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,48300,2269.2520775623266,4.138664637595058,16,RTX 4060,Xeon-8ch,1,16,,PCIe4,GPU MLP
16x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,48300,2269.2520775623266,3.286696637595058,16,RTX 4060,Xeon-8ch,1,16,,PCIe5,GPU MLP
16x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,48300,2269.2520775623266,2.4953130287061693,16,RTX 4060,Xeon-8ch,1,16,,NVLink,GPU MLP
1x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,3700,423.7876743139901,12.319153391304347,16,RTX PRO 4500,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,3700,423.7876743139901,11.467185391304346,16,RTX PRO 4500,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,3700,423.7876743139901,10.675801782415459,16,RTX PRO 4500,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,6700,838.8085855831202,7.5370524468262525,16,RTX PRO 4500,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,6700,838.8085855831202,6.685084446826252,16,RTX PRO 4500,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,6700,838.8085855831202,5.893700837937363,16,RTX PRO 4500,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,12700,1660.2650003611193,5.121012038529447,16,RTX PRO 4500,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,12700,1660.2650003611193,4.269044038529446,16,RTX PRO 4500,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,12700,1660.2650003611193,3.4776604296405575,16,RTX PRO 4500,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,24700,2403.846153846154,3.9003662758624573,16,RTX PRO 4500,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,24700,3286.1846180411558,3.048398275862457,16,RTX PRO 4500,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,24700,3286.1846180411558,2.257014666973568,16,RTX PRO 4500,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,48700,2403.846153846154,3.283664637595058,16,RTX PRO 4500,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,48700,4311.578947368421,2.431696637595058,16,RTX PRO 4500,Xeon-8ch,1,16,,PCIe5,GPU MLP
16x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,48700,4311.578947368421,1.640313028706169,16,RTX PRO 4500,Xeon-8ch,1,16,,NVLink,GPU MLP
1x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,4800,423.7876743139901,11.809397293743372,16,RTX 4090,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,4800,423.7876743139901,10.95742929374337,16,RTX 4090,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,4800,423.7876743139901,10.166045684854483,16,RTX 4090,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,7800,838.8085855831202,7.027296349265277,16,RTX 4090,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,7800,838.8085855831202,6.175328349265277,16,RTX 4090,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,7800,838.8085855831202,5.383944740376387,16,RTX 4090,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,13800,1660.2650003611193,4.611255940968471,16,RTX 4090,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,13800,1660.2650003611193,3.7592879409684707,16,RTX 4090,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,13800,1660.2650003611193,2.967904332079582,16,RTX 4090,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,25800,2403.846153846154,3.3906101783014817,16,RTX 4090,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,25800,3286.1846180411558,2.5386421783014814,16,RTX 4090,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,25800,3286.1846180411558,1.7472585694125922,16,RTX 4090,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,49800,2403.846153846154,2.7739085400340824,16,RTX 4090,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,49800,4807.692307692308,1.9219405400340823,16,RTX 4090,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,49800,6504.388962907387,1.1305569311451933,16,RTX 4090,Xeon-8ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,5500,423.7876743139901,11.712962915113872,16,RTX 5090,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,5500,423.7876743139901,10.86099491511387,16,RTX 5090,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,5500,423.7876743139901,10.069611306224983,16,RTX 5090,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,8500,838.8085855831202,6.930861970635776,16,RTX 5090,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,8500,838.8085855831202,6.078893970635776,16,RTX 5090,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,8500,838.8085855831202,5.287510361746887,16,RTX 5090,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,14500,1660.2650003611193,4.5148215623389705,16,RTX 5090,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,14500,1660.2650003611193,3.66285356233897,16,RTX 5090,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,14500,1660.2650003611193,2.8714699534500814,16,RTX 5090,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,26500,2403.846153846154,3.294175799671981,16,RTX 5090,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,26500,3286.1846180411558,2.442207799671981,16,RTX 5090,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,26500,3286.1846180411558,1.6508241907830916,16,RTX 5090,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,50500,2403.846153846154,2.677474161404582,16,RTX 5090,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,50500,4807.692307692308,1.8255061614045818,16,RTX 5090,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,50500,6504.388962907387,1.0341225525156927,16,RTX 5090,Xeon-8ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,13000,423.7876743139901,11.609820057971014,16,A100 40GB,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,13000,423.7876743139901,10.757852057971013,16,A100 40GB,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,13000,423.7876743139901,9.966468449082125,16,A100 40GB,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,16000,838.8085855831202,6.827719113492919,16,A100 40GB,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,16000,838.8085855831202,5.975751113492919,16,A100 40GB,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,16000,838.8085855831202,5.18436750460403,16,A100 40GB,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,22000,1660.2650003611193,4.411678705196113,16,A100 40GB,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,22000,1660.2650003611193,3.559710705196113,16,A100 40GB,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,22000,1660.2650003611193,2.768327096307224,16,A100 40GB,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,34000,2403.846153846154,3.191032942529124,16,A100 40GB,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,34000,3286.1846180411558,2.3390649425291237,16,A100 40GB,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,34000,3286.1846180411558,1.5476813336402344,16,A100 40GB,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,58000,2403.846153846154,2.5743313042617246,16,A100 40GB,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,58000,4807.692307692308,1.7223633042617246,16,A100 40GB,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,58000,6504.388962907387,0.9309796953728356,16,A100 40GB,Xeon-8ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,18000,423.7876743139901,11.609820057971014,16,A100 80GB,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,18000,423.7876743139901,10.757852057971013,16,A100 80GB,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,18000,423.7876743139901,9.966468449082125,16,A100 80GB,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,21000,838.8085855831202,6.827719113492919,16,A100 80GB,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,21000,838.8085855831202,5.975751113492919,16,A100 80GB,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,21000,838.8085855831202,5.18436750460403,16,A100 80GB,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,27000,1660.2650003611193,4.411678705196113,16,A100 80GB,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,27000,1660.2650003611193,3.559710705196113,16,A100 80GB,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,27000,1660.2650003611193,2.768327096307224,16,A100 80GB,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,39000,2403.846153846154,3.191032942529124,16,A100 80GB,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,39000,3286.1846180411558,2.3390649425291237,16,A100 80GB,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,39000,3286.1846180411558,1.5476813336402344,16,A100 80GB,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,63000,2403.846153846154,2.5743313042617246,16,A100 80GB,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,63000,4807.692307692308,1.7223633042617246,16,A100 80GB,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,63000,6504.388962907387,0.9309796953728356,16,A100 80GB,Xeon-8ch,1,16,,NVLink,CPU embed
1x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,5300,644.8942869995502,9.86036457142857,16,RTX 4060,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,5300,644.8942869995502,9.008396571428571,16,RTX 4060,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,5300,644.8942869995502,8.217012962539682,16,RTX 4060,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,10300,1276.4478476264871,6.71784109362868,16,RTX 4060,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,10300,1276.4478476264871,5.8658730936286805,16,RTX 4060,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,10300,1276.4478476264871,5.074489484739791,16,RTX 4060,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,20300,2269.2520775623266,5.130157396747922,16,RTX 4060,EPYC-12ch,1,4,,PCIe4,GPU MLP
4x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,20300,2269.2520775623266,4.278189396747922,16,RTX 4060,EPYC-12ch,1,4,,PCIe5,GPU MLP
4x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,20300,2269.2520775623266,3.4868057878590326,16,RTX 4060,EPYC-12ch,1,4,,NVLink,GPU MLP
8x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,40300,2269.2520775623266,4.328018752709615,16,RTX 4060,EPYC-12ch,1,8,,PCIe4,GPU MLP
8x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,40300,2269.2520775623266,3.4760507527096145,16,RTX 4060,EPYC-12ch,1,8,,PCIe5,GPU MLP
8x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,40300,2269.2520775623266,2.6846671438207257,16,RTX 4060,EPYC-12ch,1,8,,NVLink,GPU MLP
16x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,80300,2269.2520775623266,3.9227576761338954,16,RTX 4060,EPYC-12ch,1,16,,PCIe4,GPU MLP
16x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,80300,2269.2520775623266,3.070789676133895,16,RTX 4060,EPYC-12ch,1,16,,PCIe5,GPU MLP
16x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,80300,2269.2520775623266,2.2794060672450063,16,RTX 4060,EPYC-12ch,1,16,,NVLink,GPU MLP
1x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,5700,644.8942869995502,9.00536457142857,16,RTX PRO 4500,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,5700,644.8942869995502,8.153396571428571,16,RTX PRO 4500,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,5700,644.8942869995502,7.362012962539682,16,RTX PRO 4500,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,10700,1276.4478476264871,5.86284109362868,16,RTX PRO 4500,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,10700,1276.4478476264871,5.01087309362868,16,RTX PRO 4500,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,10700,1276.4478476264871,4.219489484739791,16,RTX PRO 4500,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,20700,2403.846153846154,4.275157396747922,16,RTX PRO 4500,EPYC-12ch,1,4,,PCIe4,transfer
4x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,20700,2526.490217940834,3.423189396747922,16,RTX PRO 4500,EPYC-12ch,1,4,,PCIe5,CPU embed
4x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,20700,2526.490217940834,2.6318057878590326,16,RTX PRO 4500,EPYC-12ch,1,4,,NVLink,CPU embed
8x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,40700,2403.846153846154,3.473018752709615,16,RTX PRO 4500,EPYC-12ch,1,8,,PCIe4,transfer
8x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,40700,4311.578947368421,2.6210507527096145,16,RTX PRO 4500,EPYC-12ch,1,8,,PCIe5,GPU MLP
8x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,40700,4311.578947368421,1.8296671438207257,16,RTX PRO 4500,EPYC-12ch,1,8,,NVLink,GPU MLP
16x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,80700,2403.846153846154,3.0677576761338954,16,RTX PRO 4500,EPYC-12ch,1,16,,PCIe4,transfer
16x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,80700,4311.578947368421,2.215789676133895,16,RTX PRO 4500,EPYC-12ch,1,16,,PCIe5,GPU MLP
16x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,80700,4311.578947368421,1.4244060672450063,16,RTX PRO 4500,EPYC-12ch,1,16,,NVLink,GPU MLP
1x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,6800,644.8942869995502,8.495608473867595,16,RTX 4090,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,6800,644.8942869995502,7.643640473867595,16,RTX 4090,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,6800,644.8942869995502,6.852256864978706,16,RTX 4090,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,11800,1276.4478476264871,5.353084996067705,16,RTX 4090,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,11800,1276.4478476264871,4.501116996067704,16,RTX 4090,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,11800,1276.4478476264871,3.709733387178815,16,RTX 4090,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,21800,2403.846153846154,3.765401299186946,16,RTX 4090,EPYC-12ch,1,4,,PCIe4,transfer
4x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,21800,2526.490217940834,2.9134332991869463,16,RTX 4090,EPYC-12ch,1,4,,PCIe5,CPU embed
4x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,21800,2526.490217940834,2.122049690298057,16,RTX 4090,EPYC-12ch,1,4,,NVLink,CPU embed
8x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,41800,2403.846153846154,2.963262655148639,16,RTX 4090,EPYC-12ch,1,8,,PCIe4,transfer
8x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,41800,4807.692307692308,2.111294655148639,16,RTX 4090,EPYC-12ch,1,8,,PCIe5,transfer
8x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,41800,5000.715723106106,1.31991104625975,16,RTX 4090,EPYC-12ch,1,8,,NVLink,CPU embed
16x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,81800,2403.846153846154,2.5580015785729198,16,RTX 4090,EPYC-12ch,1,16,,PCIe4,transfer
