label,category,cost,throughput_kinfs,latency_ms,embed_gb,gpu,cpu,num_gpus,num_nodes,cgra,interconnect,bottleneck
1x12-ch DDR5+RTX 5090@NVLink,CPU+GPU,7780,644.8942869995502,6.755822486349206,100,RTX 5090,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+RTX 5090@PCIe4,CPU+GPU,12500,1276.4478476264871,5.256650617438204,100,RTX 5090,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+RTX 5090@PCIe5,CPU+GPU,12500,1276.4478476264871,4.404682617438204,100,RTX 5090,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+RTX 5090@NVLink,CPU+GPU,12500,1276.4478476264871,3.6132990085493146,100,RTX 5090,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+RTX 5090@PCIe4,CPU+GPU,22500,2403.846153846154,3.6689669205574456,100,RTX 5090,EPYC-12ch,1,4,,PCIe4,transfer
4x12-ch DDR5+RTX 5090@PCIe5,CPU+GPU,22500,2526.490217940834,2.8169989205574457,100,RTX 5090,EPYC-12ch,1,4,,PCIe5,CPU embed
4x12-ch DDR5+RTX 5090@NVLink,CPU+GPU,22500,2526.490217940834,2.0256153116685565,100,RTX 5090,EPYC-12ch,1,4,,NVLink,CPU embed
8x12-ch DDR5+RTX 5090@PCIe4,CPU+GPU,42500,2403.846153846154,2.8668282765191386,100,RTX 5090,EPYC-12ch,1,8,,PCIe4,transfer
8x12-ch DDR5+RTX 5090@PCIe5,CPU+GPU,42500,4807.692307692308,2.0148602765191383,100,RTX 5090,EPYC-12ch,1,8,,PCIe5,transfer
8x12-ch DDR5+RTX 5090@NVLink,CPU+GPU,42500,5000.715723106106,1.2234766676302495,100,RTX 5090,EPYC-12ch,1,8,,NVLink,CPU embed
16x12-ch DDR5+RTX 5090@PCIe4,CPU+GPU,82500,2403.846153846154,2.461567199943419,100,RTX 5090,EPYC-12ch,1,16,,PCIe4,transfer
16x12-ch DDR5+RTX 5090@PCIe5,CPU+GPU,82500,4807.692307692308,1.609599199943419,100,RTX 5090,EPYC-12ch,1,16,,PCIe5,transfer
16x12-ch DDR5+RTX 5090@NVLink,CPU+GPU,82500,9897.983204424287,0.8182155910545301,100,RTX 5090,EPYC-12ch,1,16,,NVLink,CPU embed
1x12-ch DDR5+A100 40GB@PCIe4,CPU+GPU,15280,644.8942869995502,8.296031238095237,100,A100 40GB,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+A100 40GB@PCIe5,CPU+GPU,15280,644.8942869995502,7.444063238095238,100,A100 40GB,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+A100 40GB@NVLink,CPU+GPU,15280,644.8942869995502,6.652679629206348,100,A100 40GB,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+A100 40GB@PCIe4,CPU+GPU,20000,1276.4478476264871,5.153507760295347,100,A100 40GB,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+A100 40GB@PCIe5,CPU+GPU,20000,1276.4478476264871,4.301539760295347,100,A100 40GB,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+A100 40GB@NVLink,CPU+GPU,20000,1276.4478476264871,3.5101561514064574,100,A100 40GB,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+A100 40GB@PCIe4,CPU+GPU,30000,2403.846153846154,3.5658240634145884,100,A100 40GB,EPYC-12ch,1,4,,PCIe4,transfer
4x12-ch DDR5+A100 40GB@PCIe5,CPU+GPU,30000,2526.490217940834,2.7138560634145885,100,A100 40GB,EPYC-12ch,1,4,,PCIe5,CPU embed
4x12-ch DDR5+A100 40GB@NVLink,CPU+GPU,30000,2526.490217940834,1.9224724545256993,100,A100 40GB,EPYC-12ch,1,4,,NVLink,CPU embed
8x12-ch DDR5+A100 40GB@PCIe4,CPU+GPU,50000,2403.846153846154,2.7636854193762814,100,A100 40GB,EPYC-12ch,1,8,,PCIe4,transfer
8x12-ch DDR5+A100 40GB@PCIe5,CPU+GPU,50000,4807.692307692308,1.9117174193762811,100,A100 40GB,EPYC-12ch,1,8,,PCIe5,transfer
8x12-ch DDR5+A100 40GB@NVLink,CPU+GPU,50000,5000.715723106106,1.1203338104873923,100,A100 40GB,EPYC-12ch,1,8,,NVLink,CPU embed
16x12-ch DDR5+A100 40GB@PCIe4,CPU+GPU,90000,2403.846153846154,2.358424342800562,100,A100 40GB,EPYC-12ch,1,16,,PCIe4,transfer
16x12-ch DDR5+A100 40GB@PCIe5,CPU+GPU,90000,4807.692307692308,1.5064563428005617,100,A100 40GB,EPYC-12ch,1,16,,PCIe5,transfer
16x12-ch DDR5+A100 40GB@NVLink,CPU+GPU,90000,9897.983204424287,0.7150727339116729,100,A100 40GB,EPYC-12ch,1,16,,NVLink,CPU embed
1x12-ch DDR5+A100 80GB@PCIe4,CPU+GPU,20280,644.8942869995502,8.296031238095237,100,A100 80GB,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+A100 80GB@PCIe5,CPU+GPU,20280,644.8942869995502,7.444063238095238,100,A100 80GB,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+A100 80GB@NVLink,CPU+GPU,20280,644.8942869995502,6.652679629206348,100,A100 80GB,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+A100 80GB@PCIe4,CPU+GPU,25000,1276.4478476264871,5.153507760295347,100,A100 80GB,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+A100 80GB@PCIe5,CPU+GPU,25000,1276.4478476264871,4.301539760295347,100,A100 80GB,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+A100 80GB@NVLink,CPU+GPU,25000,1276.4478476264871,3.5101561514064574,100,A100 80GB,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+A100 80GB@PCIe4,CPU+GPU,35000,2403.846153846154,3.5658240634145884,100,A100 80GB,EPYC-12ch,1,4,,PCIe4,transfer
4x12-ch DDR5+A100 80GB@PCIe5,CPU+GPU,35000,2526.490217940834,2.7138560634145885,100,A100 80GB,EPYC-12ch,1,4,,PCIe5,CPU embed
4x12-ch DDR5+A100 80GB@NVLink,CPU+GPU,35000,2526.490217940834,1.9224724545256993,100,A100 80GB,EPYC-12ch,1,4,,NVLink,CPU embed
8x12-ch DDR5+A100 80GB@PCIe4,CPU+GPU,55000,2403.846153846154,2.7636854193762814,100,A100 80GB,EPYC-12ch,1,8,,PCIe4,transfer
8x12-ch DDR5+A100 80GB@PCIe5,CPU+GPU,55000,4807.692307692308,1.9117174193762811,100,A100 80GB,EPYC-12ch,1,8,,PCIe5,transfer
8x12-ch DDR5+A100 80GB@NVLink,CPU+GPU,55000,5000.715723106106,1.1203338104873923,100,A100 80GB,EPYC-12ch,1,8,,NVLink,CPU embed
16x12-ch DDR5+A100 80GB@PCIe4,CPU+GPU,95000,2403.846153846154,2.358424342800562,100,A100 80GB,EPYC-12ch,1,16,,PCIe4,transfer
16x12-ch DDR5+A100 80GB@PCIe5,CPU+GPU,95000,4807.692307692308,1.5064563428005617,100,A100 80GB,EPYC-12ch,1,16,,PCIe5,transfer
16x12-ch DDR5+A100 80GB@NVLink,CPU+GPU,95000,9897.983204424287,0.7150727339116729,100,A100 80GB,EPYC-12ch,1,16,,NVLink,CPU embed
1x4-ch DDR5+RTX 4060+U280@PCIe4,CPU+GPU+CGRA,4380,153.69980506822614,30.027214649350643,100,RTX 4060,Xeon-4ch,1,1,U280,PCIe4,embed
1x4-ch DDR5+RTX 4060+U280@PCIe5,CPU+GPU+CGRA,4380,153.69980506822614,29.240782649350646,100,RTX 4060,Xeon-4ch,1,1,U280,PCIe5,embed
1x4-ch DDR5+RTX 4060+U280@NVLink,CPU+GPU+CGRA,4380,153.69980506822614,28.510274702683976,100,RTX 4060,Xeon-4ch,1,1,U280,NVLink,embed
2x4-ch DDR5+RTX 4060+U280@PCIe4,CPU+GPU+CGRA,4900,304.22007035097954,16.84180145578467,100,RTX 4060,Xeon-4ch,1,2,U280,PCIe4,embed
2x4-ch DDR5+RTX 4060+U280@PCIe5,CPU+GPU+CGRA,4900,304.22007035097954,16.055369455784668,100,RTX 4060,Xeon-4ch,1,2,U280,PCIe5,embed
2x4-ch DDR5+RTX 4060+U280@NVLink,CPU+GPU+CGRA,4900,304.22007035097954,15.324861509118001,100,RTX 4060,Xeon-4ch,1,2,U280,NVLink,embed
4x4-ch DDR5+RTX 4060+U280@PCIe4,CPU+GPU+CGRA,6500,602.1468352758988,10.180191538802468,100,RTX 4060,Xeon-4ch,1,4,U280,PCIe4,embed
4x4-ch DDR5+RTX 4060+U280@PCIe5,CPU+GPU+CGRA,6500,602.1468352758988,9.393759538802469,100,RTX 4060,Xeon-4ch,1,4,U280,PCIe5,embed
4x4-ch DDR5+RTX 4060+U280@NVLink,CPU+GPU+CGRA,6500,602.1468352758988,8.663251592135802,100,RTX 4060,Xeon-4ch,1,4,U280,NVLink,embed
1x4-ch DDR5+RTX 4060+Versal HBM@PCIe4,CPU+GPU+CGRA,6380,204.9330734243015,22.971660987012985,100,RTX 4060,Xeon-4ch,1,1,Versal HBM,PCIe4,embed
1x4-ch DDR5+RTX 4060+Versal HBM@PCIe5,CPU+GPU+CGRA,6380,204.9330734243015,22.381836987012985,100,RTX 4060,Xeon-4ch,1,1,Versal HBM,PCIe5,embed
1x4-ch DDR5+RTX 4060+Versal HBM@NVLink,CPU+GPU+CGRA,6380,204.9330734243015,21.833956027012984,100,RTX 4060,Xeon-4ch,1,1,Versal HBM,NVLink,embed
2x4-ch DDR5+RTX 4060+Versal HBM@PCIe4,CPU+GPU+CGRA,6900,405.6267604679726,13.082601091838503,100,RTX 4060,Xeon-4ch,1,2,Versal HBM,PCIe4,embed
2x4-ch DDR5+RTX 4060+Versal HBM@PCIe5,CPU+GPU+CGRA,6900,405.6267604679726,12.492777091838503,100,RTX 4060,Xeon-4ch,1,2,Versal HBM,PCIe5,embed
2x4-ch DDR5+RTX 4060+Versal HBM@NVLink,CPU+GPU+CGRA,6900,405.6267604679726,11.944896131838503,100,RTX 4060,Xeon-4ch,1,2,Versal HBM,NVLink,embed
4x4-ch DDR5+RTX 4060+Versal HBM@PCIe4,CPU+GPU+CGRA,8500,801.9672004813057,8.0920888,100,RTX 4060,Xeon-4ch,1,4,Versal HBM,PCIe4,embed
4x4-ch DDR5+RTX 4060+Versal HBM@PCIe5,CPU+GPU+CGRA,8500,801.9672004813057,7.502264800000001,100,RTX 4060,Xeon-4ch,1,4,Versal HBM,PCIe5,embed
4x4-ch DDR5+RTX 4060+Versal HBM@NVLink,CPU+GPU+CGRA,8500,801.9672004813057,6.95438384,100,RTX 4060,Xeon-4ch,1,4,Versal HBM,NVLink,embed
1x4-ch DDR5+RTX 4060+Versal Premium@PCIe4,CPU+GPU+CGRA,9380,368.87953216374274,15.006048103896102,100,RTX 4060,Xeon-4ch,1,1,Versal Premium,PCIe4,embed
1x4-ch DDR5+RTX 4060+Versal Premium@PCIe5,CPU+GPU+CGRA,9380,368.87953216374274,13.957472103896103,100,RTX 4060,Xeon-4ch,1,1,Versal Premium,PCIe5,embed
1x4-ch DDR5+RTX 4060+Versal Premium@NVLink,CPU+GPU+CGRA,9380,368.87953216374274,12.983461508340547,100,RTX 4060,Xeon-4ch,1,1,Versal Premium,NVLink,embed
2x4-ch DDR5+RTX 4060+Versal Premium@PCIe4,CPU+GPU+CGRA,9900,730.1281688423508,9.51212593991028,100,RTX 4060,Xeon-4ch,1,2,Versal Premium,PCIe4,embed
2x4-ch DDR5+RTX 4060+Versal Premium@PCIe5,CPU+GPU+CGRA,9900,730.1281688423508,8.46354993991028,100,RTX 4060,Xeon-4ch,1,2,Versal Premium,PCIe5,embed
2x4-ch DDR5+RTX 4060+Versal Premium@NVLink,CPU+GPU+CGRA,9900,730.1281688423508,7.489539344354725,100,RTX 4060,Xeon-4ch,1,2,Versal Premium,NVLink,embed
4x4-ch DDR5+RTX 4060+Versal Premium@PCIe4,CPU+GPU+CGRA,11500,1015.7091723101016,7.4105144,100,RTX 4060,Xeon-4ch,1,4,Versal Premium,PCIe4,embed
4x4-ch DDR5+RTX 4060+Versal Premium@PCIe5,CPU+GPU+CGRA,11500,1015.7091723101016,6.624082399999999,100,RTX 4060,Xeon-4ch,1,4,Versal Premium,PCIe5,embed
4x4-ch DDR5+RTX 4060+Versal Premium@NVLink,CPU+GPU+CGRA,11500,1015.7091723101016,5.893574453333333,100,RTX 4060,Xeon-4ch,1,4,Versal Premium,NVLink,embed
1x4-ch DDR5+RTX PRO 4500+U280@PCIe4,CPU+GPU+CGRA,4780,153.69980506822614,29.172214649350643,100,RTX PRO 4500,Xeon-4ch,1,1,U280,PCIe4,embed
1x4-ch DDR5+RTX PRO 4500+U280@PCIe5,CPU+GPU+CGRA,4780,153.69980506822614,28.385782649350645,100,RTX PRO 4500,Xeon-4ch,1,1,U280,PCIe5,embed
1x4-ch DDR5+RTX PRO 4500+U280@NVLink,CPU+GPU+CGRA,4780,153.69980506822614,27.655274702683975,100,RTX PRO 4500,Xeon-4ch,1,1,U280,NVLink,embed
2x4-ch DDR5+RTX PRO 4500+U280@PCIe4,CPU+GPU+CGRA,5300,304.22007035097954,15.986801455784668,100,RTX PRO 4500,Xeon-4ch,1,2,U280,PCIe4,embed
2x4-ch DDR5+RTX PRO 4500+U280@PCIe5,CPU+GPU+CGRA,5300,304.22007035097954,15.200369455784667,100,RTX PRO 4500,Xeon-4ch,1,2,U280,PCIe5,embed
2x4-ch DDR5+RTX PRO 4500+U280@NVLink,CPU+GPU+CGRA,5300,304.22007035097954,14.469861509118001,100,RTX PRO 4500,Xeon-4ch,1,2,U280,NVLink,embed
4x4-ch DDR5+RTX PRO 4500+U280@PCIe4,CPU+GPU+CGRA,6900,602.1468352758988,9.325191538802468,100,RTX PRO 4500,Xeon-4ch,1,4,U280,PCIe4,embed
4x4-ch DDR5+RTX PRO 4500+U280@PCIe5,CPU+GPU+CGRA,6900,602.1468352758988,8.538759538802468,100,RTX PRO 4500,Xeon-4ch,1,4,U280,PCIe5,embed
4x4-ch DDR5+RTX PRO 4500+U280@NVLink,CPU+GPU+CGRA,6900,602.1468352758988,7.808251592135802,100,RTX PRO 4500,Xeon-4ch,1,4,U280,NVLink,embed
1x4-ch DDR5+RTX PRO 4500+Versal HBM@PCIe4,CPU+GPU+CGRA,6780,204.9330734243015,22.116660987012985,100,RTX PRO 4500,Xeon-4ch,1,1,Versal HBM,PCIe4,embed
1x4-ch DDR5+RTX PRO 4500+Versal HBM@PCIe5,CPU+GPU+CGRA,6780,204.9330734243015,21.526836987012985,100,RTX PRO 4500,Xeon-4ch,1,1,Versal HBM,PCIe5,embed
1x4-ch DDR5+RTX PRO 4500+Versal HBM@NVLink,CPU+GPU+CGRA,6780,204.9330734243015,20.978956027012984,100,RTX PRO 4500,Xeon-4ch,1,1,Versal HBM,NVLink,embed
2x4-ch DDR5+RTX PRO 4500+Versal HBM@PCIe4,CPU+GPU+CGRA,7300,405.6267604679726,12.227601091838503,100,RTX PRO 4500,Xeon-4ch,1,2,Versal HBM,PCIe4,embed
2x4-ch DDR5+RTX PRO 4500+Versal HBM@PCIe5,CPU+GPU+CGRA,7300,405.6267604679726,11.637777091838503,100,RTX PRO 4500,Xeon-4ch,1,2,Versal HBM,PCIe5,embed
2x4-ch DDR5+RTX PRO 4500+Versal HBM@NVLink,CPU+GPU+CGRA,7300,405.6267604679726,11.089896131838502,100,RTX PRO 4500,Xeon-4ch,1,2,Versal HBM,NVLink,embed
4x4-ch DDR5+RTX PRO 4500+Versal HBM@PCIe4,CPU+GPU+CGRA,8900,801.9672004813057,7.2370888,100,RTX PRO 4500,Xeon-4ch,1,4,Versal HBM,PCIe4,embed
4x4-ch DDR5+RTX PRO 4500+Versal HBM@PCIe5,CPU+GPU+CGRA,8900,801.9672004813057,6.6472648,100,RTX PRO 4500,Xeon-4ch,1,4,Versal HBM,PCIe5,embed
4x4-ch DDR5+RTX PRO 4500+Versal HBM@NVLink,CPU+GPU+CGRA,8900,801.9672004813057,6.09938384,100,RTX PRO 4500,Xeon-4ch,1,4,Versal HBM,NVLink,embed
1x4-ch DDR5+RTX PRO 4500+Versal Premium@PCIe4,CPU+GPU+CGRA,9780,368.87953216374274,14.151048103896102,100,RTX PRO 4500,Xeon-4ch,1,1,Versal Premium,PCIe4,embed
1x4-ch DDR5+RTX PRO 4500+Versal Premium@PCIe5,CPU+GPU+CGRA,9780,368.87953216374274,13.102472103896103,100,RTX PRO 4500,Xeon-4ch,1,1,Versal Premium,PCIe5,embed
1x4-ch DDR5+RTX PRO 4500+Versal Premium@NVLink,CPU+GPU+CGRA,9780,368.87953216374274,12.128461508340546,100,RTX PRO 4500,Xeon-4ch,1,1,Versal Premium,NVLink,embed
2x4-ch DDR5+RTX PRO 4500+Versal Premium@PCIe4,CPU+GPU+CGRA,10300,730.1281688423508,8.65712593991028,100,RTX PRO 4500,Xeon-4ch,1,2,Versal Premium,PCIe4,embed
2x4-ch DDR5+RTX PRO 4500+Versal Premium@PCIe5,CPU+GPU+CGRA,10300,730.1281688423508,7.60854993991028,100,RTX PRO 4500,Xeon-4ch,1,2,Versal Premium,PCIe5,embed
2x4-ch DDR5+RTX PRO 4500+Versal Premium@NVLink,CPU+GPU+CGRA,10300,730.1281688423508,6.6345393443547245,100,RTX PRO 4500,Xeon-4ch,1,2,Versal Premium,NVLink,embed
4x4-ch DDR5+RTX PRO 4500+Versal Premium@PCIe4,CPU+GPU+CGRA,11900,1015.7091723101016,6.5555144,100,RTX PRO 4500,Xeon-4ch,1,4,Versal Premium,PCIe4,embed
4x4-ch DDR5+RTX PRO 4500+Versal Premium@PCIe5,CPU+GPU+CGRA,11900,1015.7091723101016,5.769082399999999,100,RTX PRO 4500,Xeon-4ch,1,4,Versal Premium,PCIe5,embed
4x4-ch DDR5+RTX PRO 4500+Versal Premium@NVLink,CPU+GPU+CGRA,11900,1015.7091723101016,5.038574453333333,100,RTX PRO 4500,Xeon-4ch,1,4,Versal Premium,NVLink,embed
1x4-ch DDR5+RTX 4090+U280@PCIe4,CPU+GPU+CGRA,5880,153.69980506822614,28.66245855178967,100,RTX 4090,Xeon-4ch,1,1,U280,PCIe4,embed
1x4-ch DDR5+RTX 4090+U280@PCIe5,CPU+GPU+CGRA,5880,153.69980506822614,27.87602655178967,100,RTX 4090,Xeon-4ch,1,1,U280,PCIe5,embed
1x4-ch DDR5+RTX 4090+U280@NVLink,CPU+GPU+CGRA,5880,153.69980506822614,27.145518605123,100,RTX 4090,Xeon-4ch,1,1,U280,NVLink,embed
2x4-ch DDR5+RTX 4090+U280@PCIe4,CPU+GPU+CGRA,6400,304.22007035097954,15.477045358223693,100,RTX 4090,Xeon-4ch,1,2,U280,PCIe4,embed
2x4-ch DDR5+RTX 4090+U280@PCIe5,CPU+GPU+CGRA,6400,304.22007035097954,14.690613358223692,100,RTX 4090,Xeon-4ch,1,2,U280,PCIe5,embed
2x4-ch DDR5+RTX 4090+U280@NVLink,CPU+GPU+CGRA,6400,304.22007035097954,13.960105411557025,100,RTX 4090,Xeon-4ch,1,2,U280,NVLink,embed
4x4-ch DDR5+RTX 4090+U280@PCIe4,CPU+GPU+CGRA,8000,602.1468352758988,8.815435441241492,100,RTX 4090,Xeon-4ch,1,4,U280,PCIe4,embed
4x4-ch DDR5+RTX 4090+U280@PCIe5,CPU+GPU+CGRA,8000,602.1468352758988,8.029003441241493,100,RTX 4090,Xeon-4ch,1,4,U280,PCIe5,embed
4x4-ch DDR5+RTX 4090+U280@NVLink,CPU+GPU+CGRA,8000,602.1468352758988,7.298495494574826,100,RTX 4090,Xeon-4ch,1,4,U280,NVLink,embed
1x4-ch DDR5+RTX 4090+Versal HBM@PCIe4,CPU+GPU+CGRA,7880,204.9330734243015,21.60690488945201,100,RTX 4090,Xeon-4ch,1,1,Versal HBM,PCIe4,embed
1x4-ch DDR5+RTX 4090+Versal HBM@PCIe5,CPU+GPU+CGRA,7880,204.9330734243015,21.01708088945201,100,RTX 4090,Xeon-4ch,1,1,Versal HBM,PCIe5,embed
1x4-ch DDR5+RTX 4090+Versal HBM@NVLink,CPU+GPU+CGRA,7880,204.9330734243015,20.46919992945201,100,RTX 4090,Xeon-4ch,1,1,Versal HBM,NVLink,embed
2x4-ch DDR5+RTX 4090+Versal HBM@PCIe4,CPU+GPU+CGRA,8400,405.6267604679726,11.717844994277527,100,RTX 4090,Xeon-4ch,1,2,Versal HBM,PCIe4,embed
2x4-ch DDR5+RTX 4090+Versal HBM@PCIe5,CPU+GPU+CGRA,8400,405.6267604679726,11.128020994277527,100,RTX 4090,Xeon-4ch,1,2,Versal HBM,PCIe5,embed
2x4-ch DDR5+RTX 4090+Versal HBM@NVLink,CPU+GPU+CGRA,8400,405.6267604679726,10.580140034277527,100,RTX 4090,Xeon-4ch,1,2,Versal HBM,NVLink,embed
4x4-ch DDR5+RTX 4090+Versal HBM@PCIe4,CPU+GPU+CGRA,10000,801.9672004813057,6.727332702439025,100,RTX 4090,Xeon-4ch,1,4,Versal HBM,PCIe4,embed
4x4-ch DDR5+RTX 4090+Versal HBM@PCIe5,CPU+GPU+CGRA,10000,801.9672004813057,6.137508702439025,100,RTX 4090,Xeon-4ch,1,4,Versal HBM,PCIe5,embed
4x4-ch DDR5+RTX 4090+Versal HBM@NVLink,CPU+GPU+CGRA,10000,801.9672004813057,5.589627742439024,100,RTX 4090,Xeon-4ch,1,4,Versal HBM,NVLink,embed
1x4-ch DDR5+RTX 4090+Versal Premium@PCIe4,CPU+GPU+CGRA,10880,368.87953216374274,13.641292006335126,100,RTX 4090,Xeon-4ch,1,1,Versal Premium,PCIe4,embed
1x4-ch DDR5+RTX 4090+Versal Premium@PCIe5,CPU+GPU+CGRA,10880,368.87953216374274,12.592716006335127,100,RTX 4090,Xeon-4ch,1,1,Versal Premium,PCIe5,embed
1x4-ch DDR5+RTX 4090+Versal Premium@NVLink,CPU+GPU+CGRA,10880,368.87953216374274,11.61870541077957,100,RTX 4090,Xeon-4ch,1,1,Versal Premium,NVLink,embed
2x4-ch DDR5+RTX 4090+Versal Premium@PCIe4,CPU+GPU+CGRA,11400,730.1281688423508,8.147369842349304,100,RTX 4090,Xeon-4ch,1,2,Versal Premium,PCIe4,embed
2x4-ch DDR5+RTX 4090+Versal Premium@PCIe5,CPU+GPU+CGRA,11400,730.1281688423508,7.098793842349305,100,RTX 4090,Xeon-4ch,1,2,Versal Premium,PCIe5,embed
2x4-ch DDR5+RTX 4090+Versal Premium@NVLink,CPU+GPU+CGRA,11400,730.1281688423508,6.124783246793749,100,RTX 4090,Xeon-4ch,1,2,Versal Premium,NVLink,embed
4x4-ch DDR5+RTX 4090+Versal Premium@PCIe4,CPU+GPU+CGRA,13000,1015.7091723101016,6.045758302439024,100,RTX 4090,Xeon-4ch,1,4,Versal Premium,PCIe4,embed
4x4-ch DDR5+RTX 4090+Versal Premium@PCIe5,CPU+GPU+CGRA,13000,1015.7091723101016,5.259326302439024,100,RTX 4090,Xeon-4ch,1,4,Versal Premium,PCIe5,embed
4x4-ch DDR5+RTX 4090+Versal Premium@NVLink,CPU+GPU+CGRA,13000,1015.7091723101016,4.528818355772358,100,RTX 4090,Xeon-4ch,1,4,Versal Premium,NVLink,embed
1x4-ch DDR5+RTX 5090+U280@PCIe4,CPU+GPU+CGRA,6580,153.69980506822614,28.566024173160166,100,RTX 5090,Xeon-4ch,1,1,U280,PCIe4,embed
1x4-ch DDR5+RTX 5090+U280@PCIe5,CPU+GPU+CGRA,6580,153.69980506822614,27.779592173160168,100,RTX 5090,Xeon-4ch,1,1,U280,PCIe5,embed
1x4-ch DDR5+RTX 5090+U280@NVLink,CPU+GPU+CGRA,6580,153.69980506822614,27.0490842264935,100,RTX 5090,Xeon-4ch,1,1,U280,NVLink,embed
2x4-ch DDR5+RTX 5090+U280@PCIe4,CPU+GPU+CGRA,7100,304.22007035097954,15.380610979594193,100,RTX 5090,Xeon-4ch,1,2,U280,PCIe4,embed
2x4-ch DDR5+RTX 5090+U280@PCIe5,CPU+GPU+CGRA,7100,304.22007035097954,14.594178979594192,100,RTX 5090,Xeon-4ch,1,2,U280,PCIe5,embed
2x4-ch DDR5+RTX 5090+U280@NVLink,CPU+GPU+CGRA,7100,304.22007035097954,13.863671032927526,100,RTX 5090,Xeon-4ch,1,2,U280,NVLink,embed
4x4-ch DDR5+RTX 5090+U280@PCIe4,CPU+GPU+CGRA,8700,602.1468352758988,8.719001062611992,100,RTX 5090,Xeon-4ch,1,4,U280,PCIe4,embed
4x4-ch DDR5+RTX 5090+U280@PCIe5,CPU+GPU+CGRA,8700,602.1468352758988,7.932569062611993,100,RTX 5090,Xeon-4ch,1,4,U280,PCIe5,embed
4x4-ch DDR5+RTX 5090+U280@NVLink,CPU+GPU+CGRA,8700,602.1468352758988,7.202061115945326,100,RTX 5090,Xeon-4ch,1,4,U280,NVLink,embed
1x4-ch DDR5+RTX 5090+Versal HBM@PCIe4,CPU+GPU+CGRA,8580,204.9330734243015,21.510470510822508,100,RTX 5090,Xeon-4ch,1,1,Versal HBM,PCIe4,embed
1x4-ch DDR5+RTX 5090+Versal HBM@PCIe5,CPU+GPU+CGRA,8580,204.9330734243015,20.920646510822507,100,RTX 5090,Xeon-4ch,1,1,Versal HBM,PCIe5,embed
1x4-ch DDR5+RTX 5090+Versal HBM@NVLink,CPU+GPU+CGRA,8580,204.9330734243015,20.372765550822507,100,RTX 5090,Xeon-4ch,1,1,Versal HBM,NVLink,embed
2x4-ch DDR5+RTX 5090+Versal HBM@PCIe4,CPU+GPU+CGRA,9100,405.6267604679726,11.621410615648028,100,RTX 5090,Xeon-4ch,1,2,Versal HBM,PCIe4,embed
2x4-ch DDR5+RTX 5090+Versal HBM@PCIe5,CPU+GPU+CGRA,9100,405.6267604679726,11.031586615648028,100,RTX 5090,Xeon-4ch,1,2,Versal HBM,PCIe5,embed
2x4-ch DDR5+RTX 5090+Versal HBM@NVLink,CPU+GPU+CGRA,9100,405.6267604679726,10.483705655648027,100,RTX 5090,Xeon-4ch,1,2,Versal HBM,NVLink,embed
4x4-ch DDR5+RTX 5090+Versal HBM@PCIe4,CPU+GPU+CGRA,10700,801.9672004813057,6.630898323809524,100,RTX 5090,Xeon-4ch,1,4,Versal HBM,PCIe4,embed
4x4-ch DDR5+RTX 5090+Versal HBM@PCIe5,CPU+GPU+CGRA,10700,801.9672004813057,6.041074323809524,100,RTX 5090,Xeon-4ch,1,4,Versal HBM,PCIe5,embed
4x4-ch DDR5+RTX 5090+Versal HBM@NVLink,CPU+GPU+CGRA,10700,801.9672004813057,5.493193363809524,100,RTX 5090,Xeon-4ch,1,4,Versal HBM,NVLink,embed
1x4-ch DDR5+RTX 5090+Versal Premium@PCIe4,CPU+GPU+CGRA,11580,368.87953216374274,13.544857627705627,100,RTX 5090,Xeon-4ch,1,1,Versal Premium,PCIe4,embed
1x4-ch DDR5+RTX 5090+Versal Premium@PCIe5,CPU+GPU+CGRA,11580,368.87953216374274,12.496281627705628,100,RTX 5090,Xeon-4ch,1,1,Versal Premium,PCIe5,embed
1x4-ch DDR5+RTX 5090+Versal Premium@NVLink,CPU+GPU+CGRA,11580,368.87953216374274,11.522271032150071,100,RTX 5090,Xeon-4ch,1,1,Versal Premium,NVLink,embed
2x4-ch DDR5+RTX 5090+Versal Premium@PCIe4,CPU+GPU+CGRA,12100,730.1281688423508,8.050935463719803,100,RTX 5090,Xeon-4ch,1,2,Versal Premium,PCIe4,embed
